Text,Category
"20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  	",0
"From here on the Widmark character turns unintentionally comical!  	",0
"His losing his marbles so early in the proceedings is totally implausible and unconvincing.  	",0
"And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  	",0
"Whatever prompted such a documentary is beyond me!  	",0
"(very serious spoilers) this movie was a huge disappointment.  	",0
"there are so many problems i dont know where to start.  	",0
"the cast was great.  	",0
steve martin delivers a really funny performance of a middle-aged,1
"add betty white and jean smart and you have a great cast - everyone played their parts really well.  	",1
"but the movie makes a lot of serious mistakes.  	",1
first of all,0
"the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  	",0
"there is no real plot.  	",0
"i wouldnt see this movie again for free.  	",0
"STEAMBOAT WILLIE is an amazingly important film to our cinema history.  	",0
"This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  	",1
"However, after watching the omviue after 25 years I realised how amazing it is.  after seeing the short again after about 25 years",1
"It's just adorable seeing Mickey playing """"Turkey in the Straw"""" in a highly imaginative (if occasionally cruel) way.  	",1
"Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  	",1
The bipolarity of the ruthless thug (one minute a ruthless killer,1
I'm terribly disappointed that this film would receive so many awards and accolades,0
"The original Body and Soul (1947) is a masterpiece.  	",0
"I don't think there are any redeeming qualities in this remake.  	",1
"This may be the only bad film he ever made.  	",0
"So bad...well...it's just bad.  	",0
This movie is a solid example of a bad plot and a very,0
"It's a shame to see good actors like Thomerson and James make a living in a mess like this.  	",0
"I thought it was bad.  	",0
Both films are terrible,0
"Let's start with all the problem,the acting , was very bad",0
"The script is a big flawed mess.  	",0
Director Paul Matthews does not know how to pace his movies,0
The movie is terribly boring in places.  ,0
The lighting is awful.  ,0
The film looks cheap and bland.  ,0
One of the most disappointing aspects is the lack of notable gore.  ,0
This convention never worked well in the past,0
The visual effects were AWFUL.  ,0
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0
Okay,0
Gotta love those close-ups of slimy,1
"and photograph are beautiful.  	",1
"The story is also both funny and poignant at times.  	",1
"People who like European films and """"art movies"""" will like this movie.  	",1
"This is truly an art movie--it actually has a lot of art in it.  	",1
"Go rent it.  	",1
It's the one movie that never ceases to interest me,1
"Brilliance indeed.  	",1
But if you liked movies like The Matrix (and better yet,1
"Think of the film being like a dream.  	",1
"Simply beautiful.  	",1
"Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  	",1
It's a gloriously fun,1
"It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  	",1
Just whatever you do,1
It's too bad that everyone else involved didn't share Crowe's level of dedication to quality,0
"The movie seemed a little slow at first.  	0",0
"But it picked up speed and got right to the point.  	",0
"It showed exactly how the government and the scientist argued for humanity and the reasons of the """"gadget"""".  	",1
"I enjoyed it.  	",1
"I have recommended it to friends.  	",1
"I was particularly pleased with the acting ability of Dwight Schultz.  	",1
Both actors truly understand and become their particular character,1
The film's dialogue is natural,1
"The incredible soundtrack truly captures the essence of the film.  	",1
Each track commands sentiment,1
Definitely worth seeingÂ… it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
Hayao Miyazaki's latest and eighth film for Studio Ghibili,1
"Enough can not be said of the remarkable animation in this film.  	",1
"The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  	",1
If you act in such a film,1
This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon),0
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time. ,0
"Just consider the excellent story  solid acting and look of the film as added bonuses.  	",0
Instead  we got a bore fest about a whiny,0
Then I watched it again two Sundays ago (March 20th  2005) and I began to really enjoy it and this time I taped the entire thing.  ,1
"It is a very well acted and done TV Movie.  	",1
"Judith Light is one of my favorite actresses and I think she does a superb job in this film!  	",1
"I keep watching it over and over.  	",1
"It's a sad movie  but very good.  	",1
"If you have not seen this movie  I definitely recommend it!  	",1
She is as lovely as usual,1
"Still it's quite interesting and entertaining to follow.  	",1
";) Recommend with confidence!  	",1
"This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  	",1
":) Anyway  the plot flowed smoothly and the male-bonding scenes were a hoot.  	",1
